SMILES;SLC6A19_score;SLC6A20_score;source
O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12;-6.0055;5;nur SLC6A19
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;-5.27212;5;nur SLC6A19
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1;-7.67824;5;nur SLC6A19
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1;-8.05594;5;nur SLC6A19
O=c1nc[nH]c2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12;-6.00126;5;nur SLC6A19
OC[C@H]1O[C@@H](n2c[nH+]c3c2N=CNC[C@H]3O)C[C@@H]1O;-6.48352;5;nur SLC6A19
[H]/N=C(/N)N/N=C(C)/C=N/N=C(N)N;-3.43444;5;nur SLC6A19
[H]/N=C(/N)N/N=C/C(C)=N/N=C(N)N;-5.50318;5;nur SLC6A19
[H]/N=C(/N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1;-6.56512;5;nur SLC6A19
[H]/N=C(/N=C(N)N)NCCCCCC;0.683412;5;nur SLC6A19
[H]/N=C(\N)N/N=C(C)/C=N/N=C(N)N;-4.3886;5;nur SLC6A19
[H]/N=C(\N)N/N=C/C(C)=N/N=C(N)N;-5.05157;5;nur SLC6A19
[H]/N=C(\N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1;-7.07001;5;nur SLC6A19
[H]/N=C(\N=C(N)N)NCCCCCC;0.721958;5;nur SLC6A19
[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@@H](F)[C@@H]1O;-5.25401;5;nur SLC6A19
[NH3+]CCONC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-];-6.12167;5;nur SLC6A19
[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-];-3.3408;5;nur SLC6A19
[NH3+][C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)[O-];-7.19995;5;nur SLC6A19
[NH3+][C@@H](Cc1ccc(OP(=O)([O-])O)c(O)c1)C(=O)[O-];-5.90876;5;nur SLC6A19
[NH3+][C@@H](Cc1ccc(OP(=O)([O-])[O-])c(O)c1)C(=O)[O-];-6.72548;5;nur SLC6A19
[NH3+][C@H](CO)C(=O)NNCc1ccc(O)c(O)c1O;-5.4834;5;nur SLC6A19
[O-][n+]1c(CO)c(CO)[n+]([O-])c2ccccc21;-5.22189;5;nur SLC6A19
c1ccc([C@H]2CN3CCSC3=N2)cc1;-3.9729;5;nur SLC6A19
c1ccc2[nH]c(-c3cscn3)nc2c1;-5.86867;5;nur SLC6A19
c1ccc2c(CC3=[NH+]CCN3)cccc2c1;-4.87894;5;nur SLC6A19
c1ccc2cc([C@]34C[NH2+]C[C@H]3C4)ccc2c1;-6.73847;5;nur SLC6A19
c1cnc2c(c1)O[C@H]1CC[N@@H+]3CC[C@@]1(C2)C3;-7.16715;5;nur SLC6A19
c1cnc2cc3c(cc2n1)[C@@H]1C[NH2+]C[C@H]3C1;-7.89762;5;nur SLC6A19
C=CC[C@@]1([C@H](C)CCC)C(=O)[N-]C(=O)NC1=O;5;-2.7635;nur SLC6A20
C=CC[C@]1([C@@H](C)CCC)C(=O)[N-]C(=O)NC1=O;5;-2.56242;nur SLC6A20
CC[C@H](C)C(C)(COC(N)=O)COC(N)=O;5;1.93238;nur SLC6A20
NC(=O)OCC(COC(N)=O)c1ccccc1;5;-5.74718;nur SLC6A20
NNc1n[nH+]c(NN)c2ccccc12;5;-6.54811;nur SLC6A20
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];5;-1.64582;nur SLC6A20
Oc1c(Br)cc(Br)c2cccnc12;5;-3.0975;nur SLC6A20
S1SSSSSSS1;5;-4.20979;nur SLC6A20
[O-]c1c(Br)cc(Br)c2cccnc12;5;-3.77207;nur SLC6A20
